[2024-08-14 20:37:38.461] RUN   (taps.run) :: CLI Arguments: --config configs/scaling.toml --run.dir-format runs/scaling-noop/baseline/1-workers/ --app.bag-max-running 1
[2024-08-14 20:37:38.470] RUN   (taps.run) :: Environment:
host: x1921c0s3b0n0
  os: linux (Linux-5.14.21-150400.24.55-default-x86_64-with-glibc2.31)
  cpu: x86_64 (104 cores / 208 logical)
  memory: 1203.95 GB
python:
  version: 3.11.9
  build: CPython (64-bit runtime) [GCC 11.2.0]
  taps: 0.2.1.dev1
[2024-08-14 20:37:38.473] RUN   (taps.run) :: Starting app (name=synthetic)
[2024-08-14 20:37:38.473] RUN   (taps.run) :: Configuration:
app:
  name: 'synthetic'
  bag_max_running: 1
  structure: 'bag'
  task_count: 10000
  task_data_bytes: 1000000
  task_sleep: 0.0
  warmup_task: True
engine:
  executor:
    name: 'dask'
    daemon_workers: True
    scheduler: 'localhost:8786'
    use_threads: False
    workers: None
  filter:
    name: 'object-type'
    patterns: ['Data']
  task_record_file_name: 'tasks.jsonl'
  transformer:
    name: 'null'
logging:
  file_level: 'INFO'
  file_name: 'log.txt'
  level: 'INFO'
run:
  dir_format: 'runs/scaling-noop/baseline/1-workers/'
  env_vars:
version: '0.2.1.dev1'
[2024-08-14 20:37:38.473] RUN   (taps.run) :: Runtime directory: /lus/gila/projects/CSC249ADCD08_CNDA/jgpaul/hppss24-proxystore/experiments/runs/scaling-noop/baseline/1-workers
[2024-08-14 20:37:38.499] APP   (taps.apps.synthetic) :: Submitting warmup task
[2024-08-14 20:37:44.225] APP   (taps.apps.synthetic) :: Warmup task completed
[2024-08-14 20:37:44.226] APP   (taps.apps.synthetic) :: Starting bag workflow
[2024-08-14 20:37:44.231] APP   (taps.apps.synthetic) :: Submitted 1 initial tasks
[2024-08-14 20:37:44.258] APP   (taps.apps.synthetic) :: Completed 1/10000 tasks (rate: 31.38 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.269] APP   (taps.apps.synthetic) :: Completed 2/10000 tasks (rate: 46.32 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.290] APP   (taps.apps.synthetic) :: Completed 3/10000 tasks (rate: 46.93 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.306] APP   (taps.apps.synthetic) :: Completed 4/10000 tasks (rate: 50.05 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.324] APP   (taps.apps.synthetic) :: Completed 5/10000 tasks (rate: 50.83 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.345] APP   (taps.apps.synthetic) :: Completed 6/10000 tasks (rate: 50.36 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.361] APP   (taps.apps.synthetic) :: Completed 7/10000 tasks (rate: 51.82 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.377] APP   (taps.apps.synthetic) :: Completed 8/10000 tasks (rate: 52.88 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.393] APP   (taps.apps.synthetic) :: Completed 9/10000 tasks (rate: 53.92 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.409] APP   (taps.apps.synthetic) :: Completed 10/10000 tasks (rate: 54.63 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.425] APP   (taps.apps.synthetic) :: Completed 11/10000 tasks (rate: 55.30 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.441] APP   (taps.apps.synthetic) :: Completed 12/10000 tasks (rate: 55.80 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.457] APP   (taps.apps.synthetic) :: Completed 13/10000 tasks (rate: 56.36 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.475] APP   (taps.apps.synthetic) :: Completed 14/10000 tasks (rate: 56.32 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.495] APP   (taps.apps.synthetic) :: Completed 15/10000 tasks (rate: 55.78 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.511] APP   (taps.apps.synthetic) :: Completed 16/10000 tasks (rate: 56.21 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.527] APP   (taps.apps.synthetic) :: Completed 17/10000 tasks (rate: 56.53 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.543] APP   (taps.apps.synthetic) :: Completed 18/10000 tasks (rate: 56.85 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.559] APP   (taps.apps.synthetic) :: Completed 19/10000 tasks (rate: 57.10 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.574] APP   (taps.apps.synthetic) :: Completed 20/10000 tasks (rate: 57.41 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.590] APP   (taps.apps.synthetic) :: Completed 21/10000 tasks (rate: 57.62 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.606] APP   (taps.apps.synthetic) :: Completed 22/10000 tasks (rate: 57.85 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.623] APP   (taps.apps.synthetic) :: Completed 23/10000 tasks (rate: 58.00 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.638] APP   (taps.apps.synthetic) :: Completed 24/10000 tasks (rate: 58.22 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.654] APP   (taps.apps.synthetic) :: Completed 25/10000 tasks (rate: 58.37 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.671] APP   (taps.apps.synthetic) :: Completed 26/10000 tasks (rate: 58.44 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.687] APP   (taps.apps.synthetic) :: Completed 27/10000 tasks (rate: 58.57 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.703] APP   (taps.apps.synthetic) :: Completed 28/10000 tasks (rate: 58.76 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.719] APP   (taps.apps.synthetic) :: Completed 29/10000 tasks (rate: 58.84 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.735] APP   (taps.apps.synthetic) :: Completed 30/10000 tasks (rate: 59.00 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.751] APP   (taps.apps.synthetic) :: Completed 31/10000 tasks (rate: 59.09 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.766] APP   (taps.apps.synthetic) :: Completed 32/10000 tasks (rate: 59.23 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.782] APP   (taps.apps.synthetic) :: Completed 33/10000 tasks (rate: 59.32 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.798] APP   (taps.apps.synthetic) :: Completed 34/10000 tasks (rate: 59.43 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.814] APP   (taps.apps.synthetic) :: Completed 35/10000 tasks (rate: 59.50 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.830] APP   (taps.apps.synthetic) :: Completed 36/10000 tasks (rate: 59.62 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.846] APP   (taps.apps.synthetic) :: Completed 37/10000 tasks (rate: 59.69 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.862] APP   (taps.apps.synthetic) :: Completed 38/10000 tasks (rate: 59.79 tasks/s, running tasks: 1)
[2024-08-14 20:37:44.878] APP   (taps.apps.synthetic) :: Completed 39/10000 tasks (rate: 59.83 tasks/s, running tasks: 1)
