[2024-08-14 20:46:54.210] RUN   (taps.run) :: CLI Arguments: --config configs/scaling.toml --run.dir-format runs/scaling-noop/baseline/4-workers/ --app.bag-max-running 4
[2024-08-14 20:46:54.218] RUN   (taps.run) :: Environment:
host: x1921c0s3b0n0
  os: linux (Linux-5.14.21-150400.24.55-default-x86_64-with-glibc2.31)
  cpu: x86_64 (104 cores / 208 logical)
  memory: 1203.18 GB
python:
  version: 3.11.9
  build: CPython (64-bit runtime) [GCC 11.2.0]
  taps: 0.2.1.dev1
[2024-08-14 20:46:54.220] RUN   (taps.run) :: Starting app (name=synthetic)
[2024-08-14 20:46:54.220] RUN   (taps.run) :: Configuration:
app:
  name: 'synthetic'
  bag_max_running: 4
  structure: 'bag'
  task_count: 10000
  task_data_bytes: 1000000
  task_sleep: 0.0
  warmup_task: True
engine:
  executor:
    name: 'dask'
    daemon_workers: True
    scheduler: 'localhost:8786'
    use_threads: False
    workers: None
  filter:
    name: 'object-type'
    patterns: ['Data']
  task_record_file_name: 'tasks.jsonl'
  transformer:
    name: 'null'
logging:
  file_level: 'INFO'
  file_name: 'log.txt'
  level: 'INFO'
run:
  dir_format: 'runs/scaling-noop/baseline/4-workers/'
  env_vars:
version: '0.2.1.dev1'
[2024-08-14 20:46:54.220] RUN   (taps.run) :: Runtime directory: /lus/gila/projects/CSC249ADCD08_CNDA/jgpaul/hppss24-proxystore/experiments/runs/scaling-noop/baseline/4-workers
[2024-08-14 20:46:54.237] APP   (taps.apps.synthetic) :: Submitting warmup task
[2024-08-14 20:46:58.826] APP   (taps.apps.synthetic) :: Warmup task completed
[2024-08-14 20:46:58.826] APP   (taps.apps.synthetic) :: Starting bag workflow
[2024-08-14 20:46:58.847] APP   (taps.apps.synthetic) :: Submitted 4 initial tasks
[2024-08-14 20:46:58.917] APP   (taps.apps.synthetic) :: Completed 4/10000 tasks (rate: 43.97 tasks/s, running tasks: 4)
[2024-08-14 20:46:58.981] APP   (taps.apps.synthetic) :: Completed 8/10000 tasks (rate: 51.83 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.045] APP   (taps.apps.synthetic) :: Completed 12/10000 tasks (rate: 54.92 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.109] APP   (taps.apps.synthetic) :: Completed 16/10000 tasks (rate: 56.62 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.173] APP   (taps.apps.synthetic) :: Completed 20/10000 tasks (rate: 57.65 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.237] APP   (taps.apps.synthetic) :: Completed 24/10000 tasks (rate: 58.51 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.302] APP   (taps.apps.synthetic) :: Completed 28/10000 tasks (rate: 58.85 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.368] APP   (taps.apps.synthetic) :: Completed 32/10000 tasks (rate: 59.06 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.437] APP   (taps.apps.synthetic) :: Completed 36/10000 tasks (rate: 58.99 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.501] APP   (taps.apps.synthetic) :: Completed 40/10000 tasks (rate: 59.30 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.564] APP   (taps.apps.synthetic) :: Completed 44/10000 tasks (rate: 59.61 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.630] APP   (taps.apps.synthetic) :: Completed 48/10000 tasks (rate: 59.75 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.694] APP   (taps.apps.synthetic) :: Completed 52/10000 tasks (rate: 59.94 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.759] APP   (taps.apps.synthetic) :: Completed 56/10000 tasks (rate: 60.03 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.824] APP   (taps.apps.synthetic) :: Completed 60/10000 tasks (rate: 60.14 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.888] APP   (taps.apps.synthetic) :: Completed 64/10000 tasks (rate: 60.28 tasks/s, running tasks: 4)
[2024-08-14 20:46:59.953] APP   (taps.apps.synthetic) :: Completed 68/10000 tasks (rate: 60.38 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.017] APP   (taps.apps.synthetic) :: Completed 72/10000 tasks (rate: 60.46 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.082] APP   (taps.apps.synthetic) :: Completed 76/10000 tasks (rate: 60.53 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.147] APP   (taps.apps.synthetic) :: Completed 80/10000 tasks (rate: 60.59 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.212] APP   (taps.apps.synthetic) :: Completed 84/10000 tasks (rate: 60.63 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.276] APP   (taps.apps.synthetic) :: Completed 88/10000 tasks (rate: 60.72 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.339] APP   (taps.apps.synthetic) :: Completed 92/10000 tasks (rate: 60.80 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.404] APP   (taps.apps.synthetic) :: Completed 96/10000 tasks (rate: 60.84 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.469] APP   (taps.apps.synthetic) :: Completed 100/10000 tasks (rate: 60.88 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.546] APP   (taps.apps.synthetic) :: Completed 108/10000 tasks (rate: 62.79 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.565] APP   (taps.apps.synthetic) :: Completed 112/10000 tasks (rate: 64.42 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.592] APP   (taps.apps.synthetic) :: Completed 116/10000 tasks (rate: 65.71 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.616] APP   (taps.apps.synthetic) :: Completed 120/10000 tasks (rate: 67.05 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.636] APP   (taps.apps.synthetic) :: Completed 124/10000 tasks (rate: 68.51 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.657] APP   (taps.apps.synthetic) :: Completed 128/10000 tasks (rate: 69.91 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.681] APP   (taps.apps.synthetic) :: Completed 132/10000 tasks (rate: 71.19 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.703] APP   (taps.apps.synthetic) :: Completed 136/10000 tasks (rate: 72.46 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.724] APP   (taps.apps.synthetic) :: Completed 140/10000 tasks (rate: 73.77 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.744] APP   (taps.apps.synthetic) :: Completed 144/10000 tasks (rate: 75.08 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.766] APP   (taps.apps.synthetic) :: Completed 148/10000 tasks (rate: 76.31 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.787] APP   (taps.apps.synthetic) :: Completed 152/10000 tasks (rate: 77.54 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.807] APP   (taps.apps.synthetic) :: Completed 156/10000 tasks (rate: 78.75 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.828] APP   (taps.apps.synthetic) :: Completed 160/10000 tasks (rate: 79.95 tasks/s, running tasks: 4)
[2024-08-14 20:47:00.848] APP   (taps.apps.synthetic) :: Completed 164/10000 tasks (rate: 81.13 tasks/s, running tasks: 4)
